shock_id,shock_name,affected_node_id,affected_node_name,affected_node_type,affected_entity_type,affected_parent,hop,path_score,path_ids,path_names,last_edge_weight,last_relation_type,last_spillover_type,last_source_section
FIRM_0097,Microsoft,FIRM_0065,HashiCorp,target_entity,infrastructure_software,IBM,2,0.29466666666666663,FIRM_0097 -> FIRM_0069 -> FIRM_0065,Microsoft -> IBM -> HashiCorp,0.7999999999999999,subsidiary,operational,Item8
FIRM_0097,Microsoft,FIRM_0117,Oracle,source_firm,enterprise_software,,2,0.1350555555555555,FIRM_0097 -> FIRM_0069 -> FIRM_0117,Microsoft -> IBM -> Oracle,0.3666666666666666,partner,operational,Item1A
FIRM_0097,Microsoft,FIRM_0032,Cerner,target_entity,healthcare_it,Oracle,3,0.05357203703703701,FIRM_0097 -> FIRM_0069 -> FIRM_0117 -> FIRM_0032,Microsoft -> IBM -> Oracle -> Cerner,0.4666666666666667,subsidiary,operational,Item7
FIRM_0097,Microsoft,FIRM_0121,Palo Alto Networks,target_entity,cybersecurity,,2,0.07366666666666667,FIRM_0097 -> FIRM_0069 -> FIRM_0121,Microsoft -> IBM -> Palo Alto Networks,0.2,partner,security,Item1A
FIRM_0097,Microsoft,FIRM_0129,Red Hat,target_entity,open_source_software,IBM,2,0.28238888888888886,FIRM_0097 -> FIRM_0069 -> FIRM_0129,Microsoft -> IBM -> Red Hat,0.7666666666666667,subsidiary,operational,Item8
FIRM_0097,Microsoft,FIRM_0041,Couchbase,source_firm,database_platform,,3,0.05200662037037034,FIRM_0097 -> FIRM_0069 -> FIRM_0129 -> FIRM_0041,Microsoft -> IBM -> Red Hat -> Couchbase,0.2166666666666666,partner,operational,Item1A
FIRM_0097,Microsoft,FIRM_0132,SAP,source_firm,enterprise_software,,2,0.1350555555555555,FIRM_0097 -> FIRM_0069 -> FIRM_0132,Microsoft -> IBM -> SAP,0.3666666666666666,partner,operational,Item1A
FIRM_0097,Microsoft,FIRM_0120,Palantir Technologies,target_entity,data_analytics,,3,0.011479722222222216,FIRM_0097 -> FIRM_0069 -> FIRM_0132 -> FIRM_0120,Microsoft -> IBM -> SAP -> Palantir Technologies,0.1,ai_provider,none,Item4
FIRM_0097,Microsoft,FIRM_0046,Databricks,target_entity,data_ai_platform,,3,0.011479722222222216,FIRM_0097 -> FIRM_0069 -> FIRM_0132 -> FIRM_0046,Microsoft -> IBM -> SAP -> Databricks,0.1,data_provider,none,Item4
FIRM_0097,Microsoft,FIRM_0155,Snowflake,source_firm,data_platform,,3,0.011479722222222216,FIRM_0097 -> FIRM_0069 -> FIRM_0132 -> FIRM_0155,Microsoft -> IBM -> SAP -> Snowflake,0.1,data_provider,none,Item4
FIRM_0097,Microsoft,FIRM_0002,Accenture,target_entity,it_consulting,,3,0.011479722222222216,FIRM_0097 -> FIRM_0069 -> FIRM_0132 -> FIRM_0002,Microsoft -> IBM -> SAP -> Accenture,0.1,software_vendor,none,Item4
FIRM_0097,Microsoft,FIRM_0031,Capgemini,target_entity,it_consulting,,3,0.011479722222222216,FIRM_0097 -> FIRM_0069 -> FIRM_0132 -> FIRM_0031,Microsoft -> IBM -> SAP -> Capgemini,0.1,software_vendor,none,Item4
FIRM_0097,Microsoft,FIRM_0001,ADP,target_entity,hr_software,,3,0.011479722222222216,FIRM_0097 -> FIRM_0069 -> FIRM_0132 -> FIRM_0001,Microsoft -> IBM -> SAP -> ADP,0.1,software_vendor,none,Item4
FIRM_0097,Microsoft,FIRM_0154,SmartRecruiters,target_entity,hr_software,,3,0.011479722222222216,FIRM_0097 -> FIRM_0069 -> FIRM_0132 -> FIRM_0154,Microsoft -> IBM -> SAP -> SmartRecruiters,0.1,investment_target,none,Item4
FIRM_0097,Microsoft,FIRM_0137,SAP Deutschland,target_entity,enterprise_software,SAP,3,0.011479722222222216,FIRM_0097 -> FIRM_0069 -> FIRM_0132 -> FIRM_0137,Microsoft -> IBM -> SAP -> SAP Deutschland,0.1,subsidiary,none,Item4
FIRM_0097,Microsoft,FIRM_0143,SAP Schweiz,target_entity,enterprise_software,SAP,3,0.011479722222222216,FIRM_0097 -> FIRM_0069 -> FIRM_0132 -> FIRM_0143,Microsoft -> IBM -> SAP -> SAP Schweiz,0.1,subsidiary,none,Item4
FIRM_0097,Microsoft,FIRM_0146,SAP UK,target_entity,enterprise_software,SAP,3,0.011479722222222216,FIRM_0097 -> FIRM_0069 -> FIRM_0132 -> FIRM_0146,Microsoft -> IBM -> SAP -> SAP UK,0.1,subsidiary,none,Item4
FIRM_0097,Microsoft,FIRM_0136,SAP Concur,target_entity,travel_expense_software,SAP,3,0.011479722222222216,FIRM_0097 -> FIRM_0069 -> FIRM_0132 -> FIRM_0136,Microsoft -> IBM -> SAP -> SAP Concur,0.1,subsidiary,none,Item4
FIRM_0097,Microsoft,FIRM_0149,Salesforce,target_entity,enterprise_software,,2,0.08594444444444443,FIRM_0097 -> FIRM_0069 -> FIRM_0149,Microsoft -> IBM -> Salesforce,0.2333333333333333,partner,operational,Item1A
