shock_id,shock_name,affected_node_id,affected_node_name,affected_node_type,affected_entity_type,affected_parent,hop,path_score,path_ids,path_names,last_edge_weight,last_relation_type,last_spillover_type,last_source_section
FIRM_0012,Amazon Web Services,FIRM_0117,Oracle,source_firm,enterprise_software,,3,0.009713611111111107,FIRM_0012 -> FIRM_0132 -> FIRM_0069 -> FIRM_0117,Amazon Web Services -> SAP -> IBM -> Oracle,0.3666666666666666,partner,operational,Item1A
FIRM_0012,Amazon Web Services,FIRM_0121,Palo Alto Networks,target_entity,cybersecurity,,3,0.005298333333333332,FIRM_0012 -> FIRM_0132 -> FIRM_0069 -> FIRM_0121,Amazon Web Services -> SAP -> IBM -> Palo Alto Networks,0.2,partner,security,Item1A
FIRM_0012,Amazon Web Services,FIRM_0129,Red Hat,target_entity,open_source_software,IBM,3,0.020310277777777774,FIRM_0012 -> FIRM_0132 -> FIRM_0069 -> FIRM_0129,Amazon Web Services -> SAP -> IBM -> Red Hat,0.7666666666666667,subsidiary,operational,Item8
FIRM_0012,Amazon Web Services,FIRM_0149,Salesforce,target_entity,enterprise_software,,3,0.006181388888888886,FIRM_0012 -> FIRM_0132 -> FIRM_0069 -> FIRM_0149,Amazon Web Services -> SAP -> IBM -> Salesforce,0.2333333333333333,partner,operational,Item1A
FIRM_0012,Amazon Web Services,FIRM_0069,IBM,source_firm,technology_company,,1,0.4,FIRM_0012 -> FIRM_0069,Amazon Web Services -> IBM,0.4,partner,operational,Item1A
FIRM_0012,Amazon Web Services,FIRM_0065,HashiCorp,target_entity,infrastructure_software,IBM,2,0.272,FIRM_0012 -> FIRM_0069 -> FIRM_0065,Amazon Web Services -> IBM -> HashiCorp,0.7999999999999999,subsidiary,operational,Item8
FIRM_0012,Amazon Web Services,FIRM_0097,Microsoft,source_firm,company,,2,0.14733333333333334,FIRM_0012 -> FIRM_0069 -> FIRM_0097,Amazon Web Services -> IBM -> Microsoft,0.4333333333333333,partner,performance,Item1A
FIRM_0012,Amazon Web Services,FIRM_0115,OpenAI,target_entity,ai_lab,OpenAI Group,3,0.07513999999999998,FIRM_0012 -> FIRM_0069 -> FIRM_0097 -> FIRM_0115,Amazon Web Services -> IBM -> Microsoft -> OpenAI,0.6,ai_provider,operational,Item7
FIRM_0012,Amazon Web Services,FIRM_0003,Activision Blizzard,target_entity,gaming,Microsoft,3,0.04174444444444444,FIRM_0012 -> FIRM_0069 -> FIRM_0097 -> FIRM_0003,Amazon Web Services -> IBM -> Microsoft -> Activision Blizzard,0.3333333333333333,subsidiary,operational,Item7
FIRM_0012,Amazon Web Services,FIRM_0110,Nuance Communications,target_entity,ai_software,Microsoft,3,0.0667911111111111,FIRM_0012 -> FIRM_0069 -> FIRM_0097 -> FIRM_0110,Amazon Web Services -> IBM -> Microsoft -> Nuance Communications,0.5333333333333333,subsidiary,operational,Item1
FIRM_0012,Amazon Web Services,FIRM_0084,LinkedIn,target_entity,social_platform,Microsoft,3,0.05844222222222222,FIRM_0012 -> FIRM_0069 -> FIRM_0097 -> FIRM_0084,Amazon Web Services -> IBM -> Microsoft -> LinkedIn,0.4666666666666667,subsidiary,operational,Item7
FIRM_0012,Amazon Web Services,FIRM_0060,GitHub,target_entity,developer_platform,Microsoft,3,0.05009333333333334,FIRM_0012 -> FIRM_0069 -> FIRM_0097 -> FIRM_0060,Amazon Web Services -> IBM -> Microsoft -> GitHub,0.4,subsidiary,operational,Item1
FIRM_0012,Amazon Web Services,FIRM_0048,Dell Technologies,target_entity,hardware,,3,0.012523333333333334,FIRM_0012 -> FIRM_0069 -> FIRM_0097 -> FIRM_0048,Amazon Web Services -> IBM -> Microsoft -> Dell Technologies,0.1,customer,none,Item1
FIRM_0012,Amazon Web Services,FIRM_0067,Hewlett Packard Enterprise,target_entity,enterprise_hardware,,3,0.012523333333333334,FIRM_0012 -> FIRM_0069 -> FIRM_0097 -> FIRM_0067,Amazon Web Services -> IBM -> Microsoft -> Hewlett Packard Enterprise,0.1,customer,none,Item1
FIRM_0012,Amazon Web Services,FIRM_0083,Lenovo,target_entity,hardware,,3,0.012523333333333334,FIRM_0012 -> FIRM_0069 -> FIRM_0097 -> FIRM_0083,Amazon Web Services -> IBM -> Microsoft -> Lenovo,0.1,customer,none,Item1
FIRM_0012,Amazon Web Services,FIRM_0117,Oracle,source_firm,enterprise_software,,2,0.12466666666666663,FIRM_0012 -> FIRM_0069 -> FIRM_0117,Amazon Web Services -> IBM -> Oracle,0.3666666666666666,partner,operational,Item1A
FIRM_0012,Amazon Web Services,FIRM_0032,Cerner,target_entity,healthcare_it,Oracle,3,0.0494511111111111,FIRM_0012 -> FIRM_0069 -> FIRM_0117 -> FIRM_0032,Amazon Web Services -> IBM -> Oracle -> Cerner,0.4666666666666667,subsidiary,operational,Item7
FIRM_0012,Amazon Web Services,FIRM_0121,Palo Alto Networks,target_entity,cybersecurity,,2,0.068,FIRM_0012 -> FIRM_0069 -> FIRM_0121,Amazon Web Services -> IBM -> Palo Alto Networks,0.2,partner,security,Item1A
FIRM_0012,Amazon Web Services,FIRM_0129,Red Hat,target_entity,open_source_software,IBM,2,0.2606666666666667,FIRM_0012 -> FIRM_0069 -> FIRM_0129,Amazon Web Services -> IBM -> Red Hat,0.7666666666666667,subsidiary,operational,Item8
FIRM_0012,Amazon Web Services,FIRM_0041,Couchbase,source_firm,database_platform,,3,0.0480061111111111,FIRM_0012 -> FIRM_0069 -> FIRM_0129 -> FIRM_0041,Amazon Web Services -> IBM -> Red Hat -> Couchbase,0.2166666666666666,partner,operational,Item1A
FIRM_0012,Amazon Web Services,FIRM_0132,SAP,source_firm,enterprise_software,,2,0.12466666666666663,FIRM_0012 -> FIRM_0069 -> FIRM_0132,Amazon Web Services -> IBM -> SAP,0.3666666666666666,partner,operational,Item1A
FIRM_0012,Amazon Web Services,FIRM_0120,Palantir Technologies,target_entity,data_analytics,,3,0.010596666666666664,FIRM_0012 -> FIRM_0069 -> FIRM_0132 -> FIRM_0120,Amazon Web Services -> IBM -> SAP -> Palantir Technologies,0.1,ai_provider,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0046,Databricks,target_entity,data_ai_platform,,3,0.010596666666666664,FIRM_0012 -> FIRM_0069 -> FIRM_0132 -> FIRM_0046,Amazon Web Services -> IBM -> SAP -> Databricks,0.1,data_provider,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0155,Snowflake,source_firm,data_platform,,3,0.010596666666666664,FIRM_0012 -> FIRM_0069 -> FIRM_0132 -> FIRM_0155,Amazon Web Services -> IBM -> SAP -> Snowflake,0.1,data_provider,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0002,Accenture,target_entity,it_consulting,,3,0.010596666666666664,FIRM_0012 -> FIRM_0069 -> FIRM_0132 -> FIRM_0002,Amazon Web Services -> IBM -> SAP -> Accenture,0.1,software_vendor,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0031,Capgemini,target_entity,it_consulting,,3,0.010596666666666664,FIRM_0012 -> FIRM_0069 -> FIRM_0132 -> FIRM_0031,Amazon Web Services -> IBM -> SAP -> Capgemini,0.1,software_vendor,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0001,ADP,target_entity,hr_software,,3,0.010596666666666664,FIRM_0012 -> FIRM_0069 -> FIRM_0132 -> FIRM_0001,Amazon Web Services -> IBM -> SAP -> ADP,0.1,software_vendor,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0154,SmartRecruiters,target_entity,hr_software,,3,0.010596666666666664,FIRM_0012 -> FIRM_0069 -> FIRM_0132 -> FIRM_0154,Amazon Web Services -> IBM -> SAP -> SmartRecruiters,0.1,investment_target,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0137,SAP Deutschland,target_entity,enterprise_software,SAP,3,0.010596666666666664,FIRM_0012 -> FIRM_0069 -> FIRM_0132 -> FIRM_0137,Amazon Web Services -> IBM -> SAP -> SAP Deutschland,0.1,subsidiary,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0143,SAP Schweiz,target_entity,enterprise_software,SAP,3,0.010596666666666664,FIRM_0012 -> FIRM_0069 -> FIRM_0132 -> FIRM_0143,Amazon Web Services -> IBM -> SAP -> SAP Schweiz,0.1,subsidiary,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0146,SAP UK,target_entity,enterprise_software,SAP,3,0.010596666666666664,FIRM_0012 -> FIRM_0069 -> FIRM_0132 -> FIRM_0146,Amazon Web Services -> IBM -> SAP -> SAP UK,0.1,subsidiary,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0136,SAP Concur,target_entity,travel_expense_software,SAP,3,0.010596666666666664,FIRM_0012 -> FIRM_0069 -> FIRM_0132 -> FIRM_0136,Amazon Web Services -> IBM -> SAP -> SAP Concur,0.1,subsidiary,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0149,Salesforce,target_entity,enterprise_software,,2,0.07933333333333333,FIRM_0012 -> FIRM_0069 -> FIRM_0149,Amazon Web Services -> IBM -> Salesforce,0.2333333333333333,partner,operational,Item1A
FIRM_0012,Amazon Web Services,FIRM_0163,Teradata,source_firm,data_platform,,1,0.5333333333333333,FIRM_0012 -> FIRM_0163,Amazon Web Services -> Teradata,0.5333333333333333,cloud_provider,operational,Item1A
FIRM_0012,Amazon Web Services,FIRM_0155,Snowflake,source_firm,data_platform,,1,0.8666666666666667,FIRM_0012 -> FIRM_0155,Amazon Web Services -> Snowflake,0.8666666666666667,cloud_provider,operational,Item1A
FIRM_0012,Amazon Web Services,FIRM_0132,SAP,source_firm,enterprise_software,,2,0.07366666666666667,FIRM_0012 -> FIRM_0155 -> FIRM_0132,Amazon Web Services -> Snowflake -> SAP,0.1,data_provider,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0120,Palantir Technologies,target_entity,data_analytics,,3,0.006261666666666667,FIRM_0012 -> FIRM_0155 -> FIRM_0132 -> FIRM_0120,Amazon Web Services -> Snowflake -> SAP -> Palantir Technologies,0.1,ai_provider,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0046,Databricks,target_entity,data_ai_platform,,3,0.006261666666666667,FIRM_0012 -> FIRM_0155 -> FIRM_0132 -> FIRM_0046,Amazon Web Services -> Snowflake -> SAP -> Databricks,0.1,data_provider,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0002,Accenture,target_entity,it_consulting,,3,0.006261666666666667,FIRM_0012 -> FIRM_0155 -> FIRM_0132 -> FIRM_0002,Amazon Web Services -> Snowflake -> SAP -> Accenture,0.1,software_vendor,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0031,Capgemini,target_entity,it_consulting,,3,0.006261666666666667,FIRM_0012 -> FIRM_0155 -> FIRM_0132 -> FIRM_0031,Amazon Web Services -> Snowflake -> SAP -> Capgemini,0.1,software_vendor,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0001,ADP,target_entity,hr_software,,3,0.006261666666666667,FIRM_0012 -> FIRM_0155 -> FIRM_0132 -> FIRM_0001,Amazon Web Services -> Snowflake -> SAP -> ADP,0.1,software_vendor,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0154,SmartRecruiters,target_entity,hr_software,,3,0.006261666666666667,FIRM_0012 -> FIRM_0155 -> FIRM_0132 -> FIRM_0154,Amazon Web Services -> Snowflake -> SAP -> SmartRecruiters,0.1,investment_target,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0137,SAP Deutschland,target_entity,enterprise_software,SAP,3,0.006261666666666667,FIRM_0012 -> FIRM_0155 -> FIRM_0132 -> FIRM_0137,Amazon Web Services -> Snowflake -> SAP -> SAP Deutschland,0.1,subsidiary,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0143,SAP Schweiz,target_entity,enterprise_software,SAP,3,0.006261666666666667,FIRM_0012 -> FIRM_0155 -> FIRM_0132 -> FIRM_0143,Amazon Web Services -> Snowflake -> SAP -> SAP Schweiz,0.1,subsidiary,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0146,SAP UK,target_entity,enterprise_software,SAP,3,0.006261666666666667,FIRM_0012 -> FIRM_0155 -> FIRM_0132 -> FIRM_0146,Amazon Web Services -> Snowflake -> SAP -> SAP UK,0.1,subsidiary,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0136,SAP Concur,target_entity,travel_expense_software,SAP,3,0.006261666666666667,FIRM_0012 -> FIRM_0155 -> FIRM_0132 -> FIRM_0136,Amazon Web Services -> Snowflake -> SAP -> SAP Concur,0.1,subsidiary,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0069,IBM,source_firm,technology_company,,3,0.02295944444444444,FIRM_0012 -> FIRM_0155 -> FIRM_0132 -> FIRM_0069,Amazon Web Services -> Snowflake -> SAP -> IBM,0.3666666666666666,partner,operational,Item1A
FIRM_0012,Amazon Web Services,FIRM_0043,Crunchy Data Solutions,target_entity,database,Snowflake,2,0.12277777777777774,FIRM_0012 -> FIRM_0155 -> FIRM_0043,Amazon Web Services -> Snowflake -> Crunchy Data Solutions,0.1666666666666666,subsidiary,none,Item1A
FIRM_0012,Amazon Web Services,FIRM_0047,Datavolo,target_entity,data_pipeline,Snowflake,2,0.14733333333333334,FIRM_0012 -> FIRM_0155 -> FIRM_0047,Amazon Web Services -> Snowflake -> Datavolo,0.2,subsidiary,operational,Item7
FIRM_0012,Amazon Web Services,FIRM_0100,MongoDB,source_firm,database_platform,,1,0.9833333333333332,FIRM_0012 -> FIRM_0100,Amazon Web Services -> MongoDB,0.9833333333333332,cloud_provider,operational,Item7
FIRM_0012,Amazon Web Services,FIRM_0002,Accenture,target_entity,it_consulting,,2,0.16716666666666666,FIRM_0012 -> FIRM_0100 -> FIRM_0002,Amazon Web Services -> MongoDB -> Accenture,0.2,partner,none,Item1A
FIRM_0012,Amazon Web Services,FIRM_0132,SAP,source_firm,enterprise_software,,3,0.014209166666666665,FIRM_0012 -> FIRM_0100 -> FIRM_0002 -> FIRM_0132,Amazon Web Services -> MongoDB -> Accenture -> SAP,0.1,software_vendor,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0005,Alibaba Cloud,target_entity,cloud_provider,Alibaba,2,0.2228888888888888,FIRM_0012 -> FIRM_0100 -> FIRM_0005,Amazon Web Services -> MongoDB -> Alibaba Cloud,0.2666666666666666,partner,governance,Item1A
FIRM_0012,Amazon Web Services,FIRM_0132,SAP,source_firm,enterprise_software,,3,0.01894555555555555,FIRM_0012 -> FIRM_0100 -> FIRM_0005 -> FIRM_0132,Amazon Web Services -> MongoDB -> Alibaba Cloud -> SAP,0.1,cloud_provider,operational,Item4
FIRM_0012,Amazon Web Services,FIRM_0017,Anthropic,target_entity,ai_lab,,2,0.18109722222222213,FIRM_0012 -> FIRM_0100 -> FIRM_0017,Amazon Web Services -> MongoDB -> Anthropic,0.2166666666666666,partner,none,Item1A
FIRM_0012,Amazon Web Services,FIRM_0009,Amazon,source_firm,company,,3,0.051310879629629595,FIRM_0012 -> FIRM_0100 -> FIRM_0017 -> FIRM_0009,Amazon Web Services -> MongoDB -> Anthropic -> Amazon,0.3333333333333333,ai_provider,governance,Item8
FIRM_0012,Amazon Web Services,FIRM_0155,Snowflake,source_firm,data_platform,,3,0.051310879629629595,FIRM_0012 -> FIRM_0100 -> FIRM_0017 -> FIRM_0155,Amazon Web Services -> MongoDB -> Anthropic -> Snowflake,0.3333333333333333,ai_provider,performance,Item1A
FIRM_0012,Amazon Web Services,FIRM_0031,Capgemini,target_entity,it_consulting,,2,0.16716666666666666,FIRM_0012 -> FIRM_0100 -> FIRM_0031,Amazon Web Services -> MongoDB -> Capgemini,0.2,partner,none,Item1A
FIRM_0012,Amazon Web Services,FIRM_0132,SAP,source_firm,enterprise_software,,3,0.014209166666666665,FIRM_0012 -> FIRM_0100 -> FIRM_0031 -> FIRM_0132,Amazon Web Services -> MongoDB -> Capgemini -> SAP,0.1,software_vendor,none,Item4
FIRM_0012,Amazon Web Services,FIRM_0040,Confluent,target_entity,data_streaming,,2,0.16716666666666666,FIRM_0012 -> FIRM_0100 -> FIRM_0040,Amazon Web Services -> MongoDB -> Confluent,0.2,partner,none,Item1A
FIRM_0012,Amazon Web Services,FIRM_0070,Infosys,target_entity,it_services,,2,0.16716666666666666,FIRM_0012 -> FIRM_0100 -> FIRM_0070,Amazon Web Services -> MongoDB -> Infosys,0.2,partner,none,Item1A
FIRM_0012,Amazon Web Services,FIRM_0080,LangChain,target_entity,ai_framework,,2,0.16716666666666666,FIRM_0012 -> FIRM_0100 -> FIRM_0080,Amazon Web Services -> MongoDB -> LangChain,0.2,partner,none,Item1A
FIRM_0012,Amazon Web Services,FIRM_0085,LlamaIndex,target_entity,ai_framework,,2,0.16716666666666666,FIRM_0012 -> FIRM_0100 -> FIRM_0085,Amazon Web Services -> MongoDB -> LlamaIndex,0.2,partner,none,Item1A
FIRM_0012,Amazon Web Services,FIRM_0162,Tencent Cloud,target_entity,cloud_provider,Tencent,2,0.2228888888888888,FIRM_0012 -> FIRM_0100 -> FIRM_0162,Amazon Web Services -> MongoDB -> Tencent Cloud,0.2666666666666666,partner,governance,Item1A
FIRM_0012,Amazon Web Services,FIRM_0168,Voyage AI,target_entity,embedding_ai,MongoDB,2,0.3621944444444443,FIRM_0012 -> FIRM_0100 -> FIRM_0168,Amazon Web Services -> MongoDB -> Voyage AI,0.4333333333333333,subsidiary,none,Item1A
FIRM_0012,Amazon Web Services,FIRM_0041,Couchbase,source_firm,database_platform,,1,0.6333333333333333,FIRM_0012 -> FIRM_0041,Amazon Web Services -> Couchbase,0.6333333333333333,cloud_provider,operational,Item1A
FIRM_0012,Amazon Web Services,FIRM_0013,Amdocs,target_entity,telecom_software,,2,0.1256111111111111,FIRM_0012 -> FIRM_0041 -> FIRM_0013,Amazon Web Services -> Couchbase -> Amdocs,0.2333333333333333,partner,operational,Item1A
FIRM_0012,Amazon Web Services,FIRM_0070,Infosys,target_entity,it_services,,2,0.1256111111111111,FIRM_0012 -> FIRM_0041 -> FIRM_0070,Amazon Web Services -> Couchbase -> Infosys,0.2333333333333333,partner,operational,Item1A
FIRM_0012,Amazon Web Services,FIRM_0100,MongoDB,source_firm,database_platform,,3,0.021353888888888884,FIRM_0012 -> FIRM_0041 -> FIRM_0070 -> FIRM_0100,Amazon Web Services -> Couchbase -> Infosys -> MongoDB,0.2,partner,none,Item1A
FIRM_0012,Amazon Web Services,FIRM_0129,Red Hat,target_entity,open_source_software,IBM,2,0.11663888888888883,FIRM_0012 -> FIRM_0041 -> FIRM_0129,Amazon Web Services -> Couchbase -> Red Hat,0.2166666666666666,partner,operational,Item1A
